"Word","Length","Log_Freq_HAL","predicted_gaze_duration_default"
"instep",6,5.153,260.261849533448
"instigate",9,5.583,271.456074579951
"instigating",11,4.779,287.045717871855
"instigation",11,4.905,286.126426452544
"instigator",10,5.231,278.786988410178
"instil",6,3.912,268.615740097179
"instillation",12,2.565,309.108505260424
"instinct",8,8.102,250.130983973956
"instinctive",11,6.155,277.164445101601
"instinctively",13,6.778,282.625664562445
"instincts",9,7.261,260.103974563442
"instinctual",11,5.187,284.079618865335
"institute",9,10.664,238.518564740712
"instituted",10,7.076,265.995023711881
"institutes",10,7.488,263.219639832071
"institute's",11,5.903,278.948301368815
"instituting",11,5.318,283.133783964401
"institution",11,9.104,257.117895743891
"institutional",13,7.842,275.072786548802
"institutionalization",20,4.489,339.068374082709
"institutionalize",16,4.682,314.361260010862
"institutionalized",17,6.394,306.32442337202
"institutions",12,9.394,259.780803843603
"institution's",13,4.727,297.774974277456
"instruct",8,7.089,256.665553346587
"instructed",10,7.898,260.486476926059
"instructing",11,6.19,276.91759117277
"instruction",11,9.56,254.150286676607
"instructional",13,7.646,276.448777651927
"instructions",12,10.471,252.754766307594
"instructive",11,6.51,274.670810600502
"instructor",10,8.934,253.706030594464
"instructors",11,7.987,264.534464770556
"instructor's",12,5.464,287.116770560023
"instructs",9,6.165,267.463646753373
"instrument",10,9.224,251.839846190302
"instrumental",12,8.135,268.242147025816
"instrumentalists",16,5.159,310.566877766508
"instrumentalities",17,3.258,331.783188972847
"instrumentally",14,3.951,309.135605718385
"instrumentals",13,5.666,290.740994420863
"instrumentation",15,7.625,286.555698993724
"instruments",11,9.517,254.428658161732
"insubordinate",13,3.871,304.335378970742
"insubordination",15,4.357,311.416229660374
"insubstantial",13,4.382,300.401876226761
"insufferable",12,4.934,291.017049015162
"insufficient",12,7.858,270.140456193647
"insufficiently",14,5.787,295.018702006153
"insular",7,5.434,263.01757552408
"insulate",8,5.838,264.971458334472
"insulated",9,6.839,262.913431463977
"insulating",10,5.889,274.15578472502
"insulation",10,7.274,264.657589170138
"insulator",9,5.434,272.487737320516
"insulators",10,4.663,282.847610569571
"insulin",7,8.195,245.164821417857
"insult",6,8.868,236.775152764678
"insulted",8,7.566,253.567565959966
"insulting",9,8.374,252.837365954414
"insults",7,8.277,244.653555635596
"insupportable",13,3.989,303.42250622607
"insurance",9,10.182,241.463423615546
"insure",6,8.432,239.4179453805
"insured",7,7.862,247.252062073478
"insures",7,6.075,258.76029755015
"insurgence",10,3.135,294.067233597544
"insurgent",9,4.635,278.087198001527
"insurgents",10,5.283,278.418166796347
"insuring",8,6.252,262.193404012181
"insurmountable",14,5.704,295.642745002686
"insurrection",12,5.908,283.889634444532
"insurrections",13,5.142,294.645495068218
"intact",6,8.766,237.390794774363
"intactible",10,0,318.49918991914
"intake",6,8.231,240.646211149822
"intangible",10,6.463,270.178671565748
"intangibles",11,5.05,285.072154660319
"integer",7,9.173,239.136038886837
"integers",8,7.797,252.080749873996
"integral",8,8.341,248.613679352621
"integrals",9,5.694,270.690060039837
"integrate",9,8.243,253.681992835854
"integrated",10,9.568,249.643956422678
"integrates",10,6.762,268.129877412488
"integrating",11,7.627,266.970055887141
"integration",11,9.502,254.525836208425
"integrative",11,5.263,283.530506089408
"integrity",9,9.08,248.333589132755
"intellect",9,7.857,256.18718199804
"intellectual",12,9.303,260.383335076109
"intellectuality",15,2.708,324.767964933778
"intellectually",14,7.537,282.163551969737
"intellectuals",13,7.434,277.9448444675
"intelligence",12,10.195,254.536993480752
"intelligent",11,9.941,251.697052544274
"intelligently",13,7.077,280.482483512065
"intelligible",12,5.953,283.564591114667
"intemperance",12,4.29,295.827627074044
"intemperate",11,4.883,286.286725237607
"intend",6,9.315,234.095966867556
"intended",8,10.392,235.965451820941
"intending",9,7.204,260.481690180981
"intends",7,7.75,247.95806288755
"intense",7,9.022,240.057092593645
"intensely",9,7.274,260.017905628278
"intensification",15,5.13,305.347714886715
"intensified",11,6.441,275.153725998955
"intensifier",11,3.497,296.5687106441
"intensifiers",12,2.197,312.018034232602
"intensify",9,6.091,267.967998564309
"intensifying",12,5.124,289.612780832408
"intensities",11,5.442,282.241391246624
"intensity",9,8.449,252.355067437495
"intensive",9,8.409,252.612178711808
"intensively",11,5.501,281.817773108144
"intent",6,9.474,233.150295314848
"intention",9,9.069,248.403142300664
"intentional",11,7.848,265.472228992823
"intentionally",13,8.321,271.738785086559
"intentioned",11,5.497,281.846472879481
"intentions",10,8.578,256.015851250754
"intently",8,6.457,260.828598423466
"inter",5,7.821,238.908191446828
"interact",8,8.515,247.514823630005
"interacting",11,7.339,268.934664676063
"interaction",11,9.089,257.216100934528
"interactions",12,8.073,268.665877258784
"interactive",11,9.952,251.626577077676
"interacts",9,6.399,265.875042868051
"interbreed",10,4.762,282.135629433209
"intercede",9,5.136,274.562840136122
"intercept",9,7.498,258.539336944625
"intercepted",11,6.413,275.349933759665
"interception",12,6.729,278.017582149815
"interceptor",11,6.576,274.209684622512
"intercepts",10,5.649,275.835996593838
"intercession",12,4.804,291.981785270965
"interchange",11,7.633,266.929279514676
"interchangeable",15,6.68,293.533256376186
"interchanges",12,4.564,293.771246914399
"intercollegiate",15,5.112,305.487671892878
"intercom",8,6.766,258.784816505953
"intercommunicate",16,1.099,344.384793943515
"intercommunication",18,2.89,340.882114155372
"interconnected",14,6.219,291.7918781232
"interconnectedness",18,4.511,327.100984514919
"intercontinental",16,5.82,305.384422698931
"intercourse",11,7.965,264.68266692663
"interdenominational",19,3.178,344.430084788143
"interdepartmental",17,4.205,323.879904036013
"interdependence",15,4.745,308.355268967188
"interdependent",14,5.252,299.064388421628
"interdict",9,3.497,286.261627833043
"interdiction",12,5.384,287.70212488357
"interdisciplinary",17,7.147,300.508100807684
"interest",8,11.41,229.928626370631
"interested",10,12.091,234.113174811882
"interesting",11,11.337,242.908911542052
"interestingly",13,8.019,273.836068422612
"interests",9,10.1,241.968022806191
"interface",9,10.967,236.685748995204
"interfaces",10,9.324,251.199522311015
"interfacial",11,4.19,291.382369024344
"interfaith",10,5.817,274.658770790523
"interfere",9,8.34,253.056311492681
"interfered",10,6.252,271.63389084279
"interference",12,8.559,265.36223655917
"interferes",10,6.691,268.614969367106
"interfering",11,7.225,269.71631039687
"interglacial",12,3.714,300.197585349014
"intergovernmental",17,5.914,310.090655160198
"interim",7,7.636,248.678741120046
"interior",8,8.88,245.225507289554
"interiors",9,6.057,268.200046534998
"interject",9,5.889,269.349589345236
"interjected",11,5.094,284.753006598764
"interjection",12,4.443,294.677588051084
"interlace",9,6.256,266.844731565571
"interlaced",10,7.373,263.99139577114
"interlacing",11,5.165,284.23877095181
"interlayer",10,2.303,300.362374872776
"interlinear",11,3.258,298.378687779612
"interlining",11,1.609,311.17144830723
"interlink",9,5.787,270.049928551256
"interlobular",12,0,329.967012381415
"interlock",9,5.247,273.788058698482
"interlocking",12,5.73,285.179017264278
"interlocutor",12,4.344,295.421219347926
"interlope",9,0.693,307.443401684714
"interlude",9,5.68,270.786555236236
"interludes",10,5.247,278.673452828673
"intermarriage",13,7.102,280.3040257226
"intermarry",10,4.7,282.58130658467
"intermediary",12,6.277,281.235239428381
"intermediate",12,8.628,264.896505958077
"intermediates",13,5.829,289.537009500668
"interment",9,3.784,284.177677496998
"intermeshed",11,1.099,315.237943785156
"interminable",12,5.673,285.593146147913
"intermingle",11,3.555,296.131127402676
"intermission",12,5.858,284.251230706075
"intermissions",13,4.111,302.481567567727
"intermittent",12,7.078,275.558360147488
"intermix",8,4.99,270.754006156188
"intermolecular",14,3.466,312.976237292305
"intern",6,7.321,246.286336173451
"internal",8,10.567,234.916519780916
"internalization",15,3.664,316.959155810516
"internalize",11,4.654,287.960631812095
"internalized",12,5.649,285.767696069889
"internally",10,8.164,258.728451687144
"international",13,11.562,250.217660337217
"internationalism",16,4.905,312.58163034717
"internationalist",16,5.743,305.983649595392
"internationalists",17,4.779,319.181454832551
"internationalize",16,3.434,324.509459509588
"internationalized",17,4.615,320.516870258295
"internationally",15,8.073,283.306017881176
"interned",8,5.17,269.516120139178
"interns",7,5.961,259.512371960262
"interpenetrate",14,2.303,322.38135360712
"interpersonal",13,8.212,272.493892600509
"interplanetary",14,6.125,292.490993346578
"interplay",9,7.399,259.19177184369
"Interpol",8,6.441,260.934863754068
"interpolate",11,5.613,281.015364931062
"interpolated",12,5.472,287.058300670098
"interpolation",13,6.589,283.988823826447
"interpolations",14,4.234,306.916388147817
"interpose",9,3.784,284.177677496998
"interposed",10,3.871,288.608523686046
"interposing",11,2.833,301.624596319849
"interposition",13,2.833,312.484835310502
"interpret",9,8.737,250.511575137929
"interpretable",13,3.761,305.188835337292
"interpretation",14,9.57,267.931224565419
"interpretations",15,8.168,282.621661553577
"interpretative",14,4.644,303.729496440694
"interpreted",11,8.666,260.000984168576
"interpreter",11,8.377,261.920976137072
"interpreting",12,7.522,272.461138295129
"interpretive",12,5.984,283.340888899711
"interprets",10,6.663,268.806514444103
"interracial",11,6.721,273.199321688767
"interred",8,4.407,274.802545045897
"interrelate",11,4.382,289.961573849138
"interrelated",12,5.72,285.251627994533
"interrelation",13,2.833,312.484835310502
"interrelations",14,3.497,312.729332425813
"interrelationship",17,4.159,324.259414808743
"interrelationships",18,4.727,325.307201051811
"interrogate",11,5.438,282.270134158404
"interrogation",13,6.792,282.524950481623
"interrogatives",14,1.609,328.12780245005
"interrogator",12,4.19,296.581710887681
"interrupt",9,9.644,244.793384555188
"interrupted",11,7.788,265.87804580335
"interruption",12,6.677,278.385873107627
"interruptions",13,5.932,288.77878121037
"intersect",9,6.215,267.123405993378
"intersecting",12,5.352,287.936600623519
"intersection",12,7.943,269.556518248258
"intersections",13,6.542,284.328830084696
"interspecies",12,4.369,295.233256744681
"intersperse",11,3.951,293.16069359702
"interspersed",12,6.125,282.325629362751
"interstate",10,8.437,256.936499281121
"interstellar",12,7.184,274.815748844966
"interstices",11,2.944,300.773450045836
"interstitial",12,4.19,296.581710887681
"intertribal",11,3.466,296.80285643829
"intertwine",10,3.912,288.307435075337
"intertwined",11,6.209,276.783676837971
"interval",8,8.259,249.133220819839
"intervals",9,8.111,254.535921220208
"intervene",9,7.203,260.48832166432
"intervened",10,6.26,271.578573963645
"intervenes",10,5.13,279.504750131831
"intervening",11,6.844,272.345174152023
"intervention",12,8.847,263.423724903113
"interview",9,9.926,243.04225320036
"interviewed",11,8.136,263.532913825244
"interviewee",11,4.762,287.169975176787
"interviewees",12,4.82,291.862876128296
"interviewer",11,6.571,274.244591289938
"interviewers",12,5.088,289.87833138387
"interviewing",12,7.548,272.280852236934
"interviews",10,9.109,252.578236749287
"interweave",10,4.466,284.269730427379
"interweaving",12,3.871,299.000108391713
"interwoven",10,4.977,280.595574079048
"intestine",9,6.522,265.043794417126
"intestines",10,6.333,271.074327544964
"intimacy",8,7.241,255.674267020579
"intimate",8,8.096,250.1691942227
"intimated",9,4.984,275.627360207807
"intimately",10,6.878,267.339216915483
"intimating",10,3.892,288.454268307862
"intimations",11,3.932,293.302531510732
"intimidate",10,7.049,266.177924046026
"intimidated",11,7.09,270.644882111128
"intimidation",12,7.154,275.025718570894
"into",4,13.242,204.462376297718
"intolerable",11,6.515,274.635849682615
"intolerance",11,7.677,266.630443024558
"intolerant",10,7.23,264.954214507191
"intonation",10,6.301,271.295251716302
"intonations",11,3.638,295.506053528093
"intone",6,3.584,270.868151720625
"intoned",7,4.82,267.161194559003
"intoxicant",10,3.871,288.608523686046
"intoxicate",10,3.045,294.741784503964
"intoxicated",11,6.207,276.797770033579
"intoxicating",12,5.576,286.299274765013
"intoxication",12,6.129,282.296880800023
"intractable",11,5.753,280.015566755554
"intradepartmental",17,0,360.475709880206
"intramural",10,4.92,281.003047016437
"intramuscularly",15,2.398,327.34118953303
"intransigent",12,4.174,296.70254255165
"intransitive",12,3.367,302.861279235532
"intrapulmonary",14,0.693,335.869569719828
"intravenous",11,6.031,278.040785497114
"intrepid",8,6.795,258.593829229458
"intricacy",9,3.664,285.047163731419
"intricate",9,6.925,262.338436764324
"intricately",11,5.257,283.573818481148
"intrigue",8,6.616,259.774935735628
"intrigued",9,7.265,260.077488780181
"intrigues",9,5.606,271.297173001187
"intriguing",10,7.588,262.550381875353
"intriguingly",12,3.258,303.702869910792
"intrinsic",9,7.481,258.651254312582
"intrinsically",13,6.569,284.133457616389
"intro",5,8.677,233.758167727164
"introduce",9,9.057,248.479040701368
"introduced",10,9.65,249.123349869384
"introduces",10,7.939,260.214726423183
"introducing",11,8.347,262.121093764266
"introduction",12,9.881,256.579885993893
"introductions",13,6.893,281.799432955456
"introductory",12,8.458,266.045435071628
"introject",9,0.693,307.443401684714
"introjected",11,0,324.182396412142
"introjects",10,0,318.49918991914
"introspect",10,4.248,285.851782469281
"introspection",13,5.67,290.711388941069
"introspective",13,5.565,291.489532786663
"introversion",12,3.178,304.322038855989
"introvert",9,4.419,279.620604625987
"introverted",11,5.318,283.133783964401
"intrude",7,5.875,260.081172476923
"intruded",8,4.779,272.212324264021
"intruder",8,7.283,255.401034681205
"intruders",9,6.319,266.417090988621
"intrudes",8,4.094,277.001035130633
"intruding",9,5.468,272.25197961913
"intrusion",9,7.261,260.103974563442
"intrusions",10,5.468,277.109964403007
"intrusive",9,6.653,264.161338744885
"intuit",6,6.907,248.895848122486
"intuition",9,7.508,258.473525821347
"intuitions",10,5.38,277.731476146303
"intuitive",9,8.027,255.080826191421
"intuitively",11,6.392,275.497181392415
"inundate",8,4.477,274.313262381357
"inundated",9,6.192,267.279862953352
"inundating",10,3.526,291.154561328385
"inundation",10,3.714,289.764382988753
"inundations",11,2.303,305.721953336897
"inure",5,3.045,269.796447835721
"inured",6,3.871,268.896264045441
"invade",6,7.526,245.004332267594
"invaded",7,7.753,247.939125901528
"invader",7,5.919,259.790002677678
"invaders",8,7.675,252.864905168111
"invades",7,5.7,261.242467881233
"invading",8,7.172,256.123783444485
"invalid",7,8.776,241.565220738221
"invalidate",10,6.928,266.999134442804
"invalidated",11,6.151,277.192670987106
"invalidation",12,5.03,290.306675073972
"invalidism",10,2.565,298.365608768068
"invalidity",10,4.043,287.34752378222
"invalids",8,3.555,280.828235567667
"invaluable",10,7.606,262.430096283511
